make|2|-1.#QNAN0
size|2|-1.#QNAN0
empty|2|-1.#QNAN0
get|2|-1.#QNAN0
set|2|-1.#QNAN0
peek_left|2|-1.#QNAN0
peek_right|2|-1.#QNAN0
push_left|2|-1.#QNAN0
push_right|3|-1.#QNAN0
pop_left|4|-1.#QNAN0
pop_right|3|-1.#QNAN0
